P1T1	P2T1	P1T2	P2T2	Score1	Score2
154		109		11	15
154		51		13	7
114		137		20	16
140		123		12	15
163		176		10	7
92		81		10	14
67		51		15	11
175		4		11	3
28		51		10	5
114		182		8	7
114		191		10	5
19		54		13	19
159		66		7	13
127		110		8	10
110		170		1	5
101		140		12	9
28		25		18	11
38		9		12	7
185		172		18	7
28		66		3	1
28		78		6	8
53		185		7	9
182		70		0	4
163		110		4	2
69		4		9	10
151		123		9	8
147		70		7	11
69		47		13	15
54		109		14	7
38		170		9	13
46		170		4	2
28		175		5	16
176		53		13	14
101		70		3	7
137		149		13	7
67		140		8	15
185		114		7	2
110		99		7	5
140		172		6	1
4		149		0	3
176		154		9	5
123		51		16	9
137		7		5	7
54		19		10	14
147		78		15	20
149		78		2	12
114		19		16	8
4		147		5	10
47		81		8	19
7		149		10	13
38		78		3	13
149		109		8	15
78		182		13	2
101		175		10	13
25		151		8	11
7		147		4	12
137		38		15	14
140		175		7	11
67		78		12	18
123		19		15	10
163		151		12	5
140		154		15	10
175		174		3	4
191		25		14	15
159		182		8	11
154		147		8	17
174		4		16	19
182		54		3	7
109		110		16	11
159		25		2	4
191		38		5	2
25		70		1	5
69		147		15	16
170		185		14	16
159		176		9	12
154		47		9	20
110		123		8	4
137		146		14	16
109		140		1	3
99		99		5	9
174		28		2	3
137		127		13	8
163		114		9	5
109		140		18	19
154		61		12	17
176		28		8	5
140		170		11	16
163		176		20	18
61		54		11	8
185		67		18	8
176		19		8	10
54		92		20	11
159		159		4	12
159		163		12	17
154		151		16	15
176		140		2	4
172		110		8	9
92		7		2	4
149		78		1	5
170		101		14	20
99		38		5	9
139		170		8	7
147		139		20	10
123		127		14	5
53		9		17	7
174		137		12	6
78		151		19	10
140		78		9	17
78		54		6	10
47		174		17	16
61		174		0	6
137		69		11	6
140		191		15	13
53		54		9	8
139		163		6	0
146		123		12	13
69		137		17	16
163		61		3	5
149		151		10	13
101		28		18	9
163		101		6	11
67		140		8	11
4		137		19	8
149		139		4	3
92		51		6	2
66		67		5	4
123		53		15	18
170		176		2	5
4		182		1	3
140		38		14	17
159		163		10	15
81		123		8	6
163		182		7	9
140		170		2	5
175		114		8	6
28		53		3	7
78		47		13	11
175		69		4	0
25		127		12	5
81		147		17	12
7		51		7	2
7		175		13	11
170		123		10	11
182		159		15	13
25		147		11	19
70		81		3	1
101		51		9	6
67		146		4	3
9		92		1	3
151		191		13	16
9		191		4	16
176		51		17	16
170		154		3	2
78		7		10	8
159		127		4	1
147		140		7	5
38		46		10	14
174		147		14	12
109		51		5	0
101		149		2	4
69		78		15	14
139		172		20	14
69		101		17	12
53		47		1	5
137		154		11	10
81		172		20	7
123		46		11	9
172		4		3	7
163		9		16	13
92		66		13	14
51		163		13	20
66		51		19	10
123		123		14	6
191		174		4	3
154		154		7	10
4		170		6	3
163		159		13	12
53		66		5	3
185		70		13	17
137		4		5	8
38		28		17	8
38		81		2	9
46		123		20	15
170		140		14	13
140		9		16	10
163		174		12	19
28		159		19	13
92		54		1	4
4		114		4	1
69		175		3	4
67		4		12	14
140		67		16	14
54		140		19	9
46		38		15	19
38		54		11	19
78		46		11	15
38		172		8	9
101		53		17	14
66		151		19	11
147		170		9	2
191		46		4	5
7		191		19	13
7		137		14	9
123		67		6	8
53		147		14	11
176		46		8	20
47		47		5	4
51		28		2	7
182		110		15	7
4		61		1	3
110		110		15	18
110		110		7	14
46		163		18	14
92		110		6	13
4		110		17	9
151		69		7	5
4		172		4	9
67		114		6	12
146		19		14	9
172		123		6	16
54		109		12	4
66		147		14	16
38		154		10	11
99		67		3	5
146		182		8	4
146		154		17	12
61		174		4	12
51		163		2	3
19		137		5	1
172		176		18	13
109		67		16	9
99		149		18	20
151		163		12	16
159		170		4	7
159		139		1	5
19		172		18	11
67		46		9	20
110		54		12	13
61		53		16	8
78		163		6	1
151		47		3	10
110		99		6	4
25		159		10	7
172		67		2	4
163		137		0	3
137		154		6	13
191		182		12	16
19		54		6	13
53		78		9	14
185		110		7	14
19		99		10	11
139		25		1	5
114		61		6	5
92		51		5	8
170		176		6	3
154		61		11	14
149		53		17	13
182		176		12	19
185		109		13	10
109		109		6	8
191		123		7	11
78		163		10	12
66		176		2	6
170		81		13	8
151		149		3	5
51		114		4	16
170		4		9	6
67		66		12	14
170		67		18	6
147		151		13	18
25		154		9	8
172		146		8	14
53		61		7	6
38		140		12	16
38		159		5	3
47		137		18	12
81		154		20	11
51		191		10	19
159		174		6	5
191		147		8	14
92		28		3	1
4		66		19	18
172		146		4	10
54		51		5	1
47		159		15	11
114		110		5	1
69		147		6	10
28		4		7	8
51		151		9	6
78		38		5	3
25		25		12	8
151		123		16	9
149		25		10	16
46		67		16	4
163		172		5	9
47		175		11	15
92		47		10	16
123		53		17	13
99		182		15	16
149		123		3	4
149		109		9	2
175		146		18	13
9		46		3	5
140		151		13	6
127		182		11	5
92		109		11	16
172		146		13	14
7		140		8	6
163		182		18	16
191		176		10	7
66		127		8	6
154		154		1	4
137		114		15	16
185		78		12	16
19		99		5	1
176		4		8	7
137		109		7	9
174		139		1	3
66		9		14	7
159		163		13	20
139		51		5	2
54		67		13	6
69		9		6	4
61		176		17	10
101		28		10	12
110		9		9	5
146		53		9	12
163		54		1	8
46		28		13	7
46		54		6	3
114		137		6	7
149		149		9	7
140		191		11	12
54		137		4	5
123		110		10	13
51		28		16	17
127		61		6	8
92		170		11	16
154		47		6	5
69		172		6	8
81		46		6	11
69		149		9	6
159		25		3	11
92		9		10	11
4		127		10	16
110		7		18	11
139		99		14	12
19		81		2	3
99		170		7	12
53		172		4	2
172		110		3	13
67		78		3	2
191		61		3	1
159		46		7	19
123		139		4	1
146		176		10	13
139		159		15	11
123		137		14	17
146		54		6	13
176		123		9	8
147		38		13	14
61		66		14	3
38		185		12	7
67		109		10	8
19		101		13	12
92		151		20	18
25		185		8	5
70		139		6	7
25		7		4	13
147		137		4	3
9		154		4	16
151		81		19	15
101		127		20	14
146		172		7	3
146		25		16	18
175		46		7	4
61		47		3	6
140		61		2	4
170		7		15	16
9		137		7	10
159		92		3	2
154		69		3	6
99		47		10	8
47		149		15	16
149		175		9	14
149		38		5	2
170		146		17	6
109		110		12	19
182		19		19	17
70		66		11	5
146		175		5	6
25		101		6	9
163		139		5	8
110		175		11	17
78		92		8	3
159		151		3	18
147		53		20	18
19		78		9	11
109		154		6	7
172		54		6	5
70		139		13	12
92		147		2	6
66		151		4	2
123		139		4	9
123		163		8	9
19		70		3	8
101		67		10	4
46		67		11	5
101		147		6	1
175		38		10	5
163		9		11	14
182		137		6	7
175		9		7	0
61		109		18	12
172		69		6	10
78		53		12	10
38		174		14	12
38		47		5	10
174		151		12	1
7		149		11	8
146		137		4	3
47		66		4	3
114		185		13	18
19		101		14	17
110		78		4	8
175		191		14	16
174		19		20	19
7		61		10	5
154		174		5	1
191		170		13	16
4		175		1	6
46		151		11	1
19		4		8	4
67		182		5	2
110		139		11	19
159		47		7	14
61		110		3	8
149		38		15	12
149		47		19	17
185		66		4	14
146		4		7	8
51		4		3	7
149		163		12	7
67		137		11	4
69		25		2	3
53		127		12	4
146		151		5	9
185		146		14	17
7		123		11	14
46		139		10	7
7		149		12	16
176		114		10	13
172		140		2	3
182		191		2	5
70		151		9	1
149		28		20	12
114		46		0	4
25		109		10	12
66		123		3	7
81		163		6	5
78		137		9	10
28		25		4	5
146		139		3	1
154		172		20	19
140		54		5	13
172		109		11	10
101		109		7	2
81		163		8	4
140		114		10	14
92		69		9	14
151		172		10	17
101		53		10	6
38		46		11	15
127		185		8	15
154		123		3	6
47		175		1	6
182		81		3	0
81		154		17	11
191		140		7	10
123		4		11	6
110		151		5	8
7		191		10	3
9		109		0	4
67		19		14	15
109		66		7	9
81		175		13	19
67		159		13	5
66		101		8	15
163		4		4	7
7		140		7	3
139		54		6	0
114		191		11	14
149		46		5	10
7		185		11	2
123		109		14	3
53		163		11	15
92		170		2	15
54		170		9	4
38		149		6	4
140		7		2	4
110		46		3	11
146		101		7	8
139		51		13	5
19		46		18	19
78		123		3	1
70		140		18	12
19		147		3	12
137		154		13	19
114		149		10	5
147		47		16	15
109		81		4	6
172		176		1	3
61		174		11	8
47		92		9	3
170		185		6	10
54		159		16	10
67		127		16	15
66		114		6	11
137		28		3	2
139		149		11	14
53		70		5	11
9		182		16	18
137		66		3	1
67		46		3	9
67		7		5	11
123		175		12	13
67		191		6	12
25		47		8	3
70		114		6	3
81		110		15	7
4		140		5	2
101		140		16	14
38		61		13	20
139		159		13	10
151		61		4	6
19		137		19	20
53		7		13	18
46		67		7	4
46		114		14	4
176		170		2	17
101		137		9	8
101		123		4	5
149		28		4	3
25		175		9	14
54		69		8	7
172		137		1	3
66		67		12	10
67		101		3	7
127		114		3	7
174		54		6	7
92		185		6	9
147		139		8	14
140		47		9	4
146		146		6	7
69		99		4	5
19		174		11	8
170		53		15	9
61		70		18	14
99		70		4	10
149		81		10	16
38		4		6	5
172		147		1	3
7		99		8	9
163		174		13	17
47		53		9	16
123		67		9	10
137		46		9	16
146		51		6	2
78		70		9	5
109		101		10	19
25		123		7	0
154		101		13	18
67		114		20	11
114		81		18	10
154		46		2	14
7		175		3	4
139		139		7	5
163		38		11	14
19		182		6	8
66		66		7	2
28		154		15	16
191		114		3	1
28		147		6	9
137		4		10	5
151		185		11	12
67		159		13	7
92		25		3	5
182		139		1	8
25		151		10	9
54		7		15	18
92		172		1	5
176		81		9	13
109		78		17	15
151		78		12	4
127		61		4	3
61		172		17	7
139		53		9	7
174		9		19	15
69		146		2	3
154		70		3	0
70		53		2	4
140		172		2	5
114		51		16	3
174		78		9	11
163		185		0	5
146		92		4	0
110		140		3	9
51		78		0	6
191		149		9	7
114		182		7	4
81		151		11	6
61		92		4	2
78		99		13	3
54		67		14	13
170		172		17	10
51		99		2	10
69		54		17	18
175		9		6	2
61		172		7	4
175		149		19	20
175		92		5	1
174		53		12	11
185		46		6	4
28		66		3	4
54		123		4	1
109		54		9	17
99		140		7	14
51		67		4	5
7		38		10	9
175		149		8	14
70		146		16	6
149		149		4	8
92		67		3	7
67		54		0	3
185		66		12	8
101		191		4	8
154		81		2	4
54		191		4	3
146		163		15	13
137		7		15	14
99		149		16	14
4		47		14	20
25		54		1	6
185		99		7	2
147		69		13	11
38		174		17	18
163		163		9	7
47		176		20	19
149		70		17	18
159		78		3	20
81		9		17	10
137		54		9	19
81		176		11	17
174		38		12	9
191		110		8	2
172		61		8	12
170		78		7	0
66		176		20	15
61		170		6	5
67		99		12	8
69		9		7	0
159		146		20	18
81		54		16	17
46		174		2	4
78		172		18	11
70		81		6	8
25		99		18	15
66		149		12	1
127		185		9	15
7		78		2	8
154		123		3	8
4		28		5	0
28		114		7	18
25		176		15	12
185		53		9	4
154		149		11	14
25		163		11	5
154		66		7	16
139		109		6	4
140		146		6	5
123		172		18	8
46		174		1	7
114		163		12	10
19		139		2	4
172		9		12	9
140		172		6	3
53		61		10	11
81		149		20	6
28		182		8	9
25		67		19	11
149		66		20	12
154		4		5	1
140		25		10	17
47		70		12	17
19		172		14	13
67		9		7	8
110		175		9	12
61		78		20	9
140		51		20	6
170		109		14	10
151		123		2	3
149		70		4	2
81		101		4	5
182		9		6	7
47		163		6	2
7		191		16	7
38		92		13	15
66		101		1	7
110		139		8	9
185		51		20	14
101		172		11	6
159		114		2	8
109		140		9	5
70		19		9	6
28		81		9	16
139		163		18	4
191		182		3	2
174		127		11	4
185		174		15	8
46		25		2	4
109		147		7	9
185		114		7	1
185		101		14	16
28		175		0	7
170		38		5	16
9		81		2	16
170		70		18	20
140		163		14	18
147		7		16	14
154		25		13	19
81		92		6	1
172		147		4	11
170		174		10	8
176		7		7	9
127		69		15	18
66		139		10	9
114		110		15	16
67		174		9	14
185		51		14	4
137		70		20	13
66		66		15	8
46		25		8	13
101		101		4	3
149		175		15	16
175		149		3	0
81		137		10	8
151		66		6	12
4		151		17	12
81		151		18	15
19		146		4	6
78		127		5	4
139		47		19	11
54		139		17	20
140		175		17	13
101		139		8	6
151		191		5	6
172		70		8	10
69		123		8	4
174		185		12	11
174		92		13	9
47		92		11	9
70		67		9	2
53		46		16	12
19		174		13	6
147		137		8	12
99		139		6	8
19		51		8	3
172		53		18	20
137		92		19	11
110		123		19	20
28		9		3	1
61		19		14	5
101		154		18	11
110		101		4	3
149		47		14	16
176		47		4	8
146		147		16	13
53		110		18	10
140		38		10	11
47		47		15	10
46		101		15	12
53		51		16	2
163		25		9	12
54		25		1	4
174		7		8	14
176		81		12	19
185		51		4	1
61		109		4	3
170		7		18	17
182		151		1	5
159		7		7	13
110		28		17	8
101		146		4	2
19		19		7	9
147		99		17	8
170		92		4	1
25		127		10	12
174		147		6	7
172		176		10	16
146		46		13	18
19		38		2	3
170		140		4	3
109		149		17	16
109		182		20	7
51		53		2	10
78		191		15	13
99		139		9	20
9		25		3	6
172		19		19	16
110		151		5	8
140		151		3	7
54		69		5	1
170		25		17	15
101		99		3	5
109		38		10	6
127		137		20	19
127		110		2	7
149		69		12	3
110		174		14	15
7		28		13	11
114		109		10	1
54		54		9	13
47		151		7	4
163		19		12	16
146		147		8	15
149		137		7	4
163		67		13	10
78		146		14	13
139		38		13	7
185		28		4	1
53		61		11	10
159		78		13	18
19		81		5	4
147		163		19	16
99		172		20	18
25		19		0	3
163		54		16	17
51		185		2	7
159		109		3	4
101		101		15	13
4		159		9	5
110		53		11	19
61		46		1	4
170		25		5	6
25		159		9	3
191		67		5	3
137		176		19	11
182		81		11	8
159		159		18	11
191		140		13	15
176		163		4	6
114		170		15	14
53		149		10	8
46		7		16	20
123		175		2	4
172		66		13	20
182		81		7	12
176		185		14	17
67		78		8	13
25		38		9	10
110		66		17	8
7		7		4	9
38		191		9	7
185		69		9	4
127		172		5	6
139		78		8	3
67		154		19	20
175		127		16	12
7		176		16	7
151		175		3	4
139		123		17	15
25		7		17	15
51		154		12	19
101		19		9	7
149		163		2	7
46		140		12	3
7		46		12	8
61		151		16	3
191		25		9	5
146		110		4	7
38		92		13	2
28		92		12	9
175		149		4	1
78		114		14	16
69		61		11	13
174		176		10	9
149		159		14	10
47		182		1	3
123		101		2	8
51		54		4	10
46		114		6	9
70		147		5	3
69		163		12	20
66		149		4	1
67		191		1	9
174		182		18	19
61		51		16	14
19		78		4	6
163		191		6	5
51		139		3	11
159		147		4	7
78		163		13	6
99		51		18	8
146		101		2	4
127		182		20	6
28		70		4	14
19		70		20	19
51		92		13	17
159		146		8	10
147		182		8	4
81		170		11	9
25		99		15	10
110		114		14	9
175		38		16	15
172		69		10	5
51		53		10	20
61		137		4	3
146		137		10	5
67		191		1	3
139		191		14	15
109		176		19	17
174		174		0	3
159		154		6	7
149		172		18	17
159		191		6	3
123		159		18	12
182		101		3	4
147		66		15	19
147		47		7	3
69		175		15	18
19		46		10	17
9		25		0	3
139		47		7	5
109		176		9	7
123		172		11	0
174		140		3	7
7		170		19	14
114		175		10	15
147		139		6	7
78		38		12	10
110		137		0	3
146		176		14	16
127		114		7	6
163		70		15	13
114		110		10	9
66		9		9	2
109		170		16	10
191		28		9	5
67		139		3	11
185		170		16	9
54		109		13	20
174		99		13	10
81		154		12	7
185		146		4	6
185		109		14	7
81		146		20	16
101		139		2	10
78		53		17	11
4		51		13	7
4		101		4	5
191		114		17	6
47		78		7	10
149		53		13	12
78		81		13	17
67		185		6	20
25		140		20	18
163		170		8	15
81		101		17	13
19		191		2	4
140		69		1	3
81		182		6	1
19		123		5	11
146		159		5	6
170		163		9	5
109		175		15	17
25		139		2	13
46		139		17	20
51		81		3	8
92		47		10	11
19		137		12	15
38		53		0	4
139		149		3	0
123		67		12	13
99		109		18	19
69		114		1	4
69		92		15	10
70		70		13	9
101		25		12	8
163		147		18	19
7		38		9	11
47		147		11	17
4		185		4	15
154		170		1	3
70		175		3	6
146		70		11	14
46		70		16	13
47		47		4	6
140		110		9	7
109		127		5	6
53		151		7	2
53		38		7	12
25		163		3	5
70		110		3	10
172		38		11	19
185		81		15	18
176		191		5	6
53		81		7	14
114		159		3	2
46		47		17	8
38		38		5	2
163		159		20	18
47		110		7	1
46		92		17	3
101		154		4	3
61		70		10	13
51		163		4	2
81		154		18	8
151		114		5	2
25		140		14	16
66		147		8	9
110		54		10	13
47		66		3	5
78		123		14	7
46		176		19	10
172		47		7	6
51		191		2	6
140		151		4	10
154		127		15	13
38		191		12	11
92		110		5	12
127		182		11	10
127		151		19	13
170		127		20	12
66		99		13	11
137		151		15	9
174		159		11	7
51		53		10	19
191		99		4	9
51		149		11	10
69		174		14	11
146		174		3	8
151		151		9	14
151		172		9	5
127		9		15	14
185		175		9	13
159		185		8	17
154		66		15	20
170		19		10	12
185		81		4	6
175		146		19	18
28		66		14	20
154		47		14	18
7		7		1	6
4		69		7	3
19		151		15	11
185		163		6	0
151		110		13	17
19		54		10	13
159		46		11	14
172		163		3	12
92		53		11	18
110		159		18	10
114		101		16	19
28		174		4	5
139		67		4	0
146		151		13	8
123		70		3	1
170		170		12	11
19		159		10	8
175		25		6	8
54		154		5	2
19		19		2	4
139		99		18	7
38		175		17	15
123		147		19	18
38		191		10	15
47		53		13	8
110		149		2	5
149		191		3	11
28		182		12	14
175		123		11	10
137		81		12	17
140		146		10	17
191		51		15	7
154		176		3	2
174		38		7	8
172		66		2	3
146		110		3	4
46		78		2	3
99		109		9	12
25		137		18	13
101		154		9	4
140		78		9	16
54		163		3	1
114		101		3	6
185		123		11	8
159		172		3	5
28		46		4	10
7		163		5	1
149		182		18	14
175		127		18	15
92		163		19	14
109		185		4	8
101		175		5	3
154		140		7	4
149		47		9	17
19		140		6	10
159		54		12	17
174		19		4	9
146		149		5	2
176		92		8	10
54		154		16	17
172		53		9	14
19		149		5	10
54		110		19	18
191		170		15	11
172		92		5	18
7		47		17	16
4		159		7	6
54		140		13	15
51		19		4	7
127		140		10	11
81		92		6	4
182		38		12	8
123		149		8	15
137		78		7	10
19		151		19	13
151		149		1	3
4		19		4	9
51		191		1	4
81		146		6	5
51		38		3	10
114		151		13	11
174		127		6	17
81		114		13	14
9		110		7	12
53		28		14	5
172		70		11	13
172		53		0	7
185		123		4	6
92		61		8	17
69		28		5	10
92		185		9	12
110		70		9	7
51		146		4	6
78		154		5	11
137		78		11	17
154		92		4	1
61		7		18	13
110		147		9	12
53		172		16	2
123		110		19	16
70		174		20	5
109		146		15	19
137		28		14	9
163		53		5	8
28		139		15	18
110		4		7	5
127		149		11	19
4		53		9	5
191		154		17	16
191		172		3	5
4		140		3	0
61		92		14	10
4		47		8	19
67		54		15	16
53		151		15	13
109		66		8	3
185		101		7	17
170		53		12	11
123		54		12	9
191		7		13	15
185		66		18	6
140		38		9	8
81		172		19	10
46		146		7	3
163		140		3	0
69		61		14	20
176		69		11	10
182		137		11	19
182		99		9	16
170		182		16	11
139		163		11	2
140		139		9	8
151		146		7	2
163		154		13	17
67		9		9	3
109		99		17	19
99		114		12	13
137		154		17	13
25		54		12	14
109		163		13	11
99		182		10	6
163		146		7	3
114		172		3	0
149		81		8	11
28		70		2	7
81		28		5	1
9		163		8	20
127		7		5	18
110		9		3	1
51		51		4	10
163		61		8	12
163		7		8	17
51		19		1	5
175		191		8	6
149		92		6	2
38		185		2	3
46		9		10	1
127		114		10	16
19		127		13	7
78		149		17	9
25		151		8	5
123		182		7	2
137		78		9	20
109		101		11	20
137		114		12	18
147		163		17	18
70		151		10	14
154		81		2	5
47		147		10	11
137		123		16	17
149		28		5	2
54		140		15	4
159		140		7	9
114		54		7	6
78		151		14	20
81		25		18	16
19		185		2	3
101		53		9	2
69		78		6	11
61		151		7	3
53		147		17	15
92		54		4	14
114		101		10	11
170		25		5	7
53		99		10	4
101		185		15	13
139		46		4	6
185		67		14	13
38		7		5	4
185		127		12	7
54		146		16	17
51		174		6	12
25		172		16	4
139		191		20	12
154		67		4	1
185		4		17	10
101		54		5	2
146		154		5	7
66		123		7	3
174		191		16	17
51		123		9	16
140		4		5	6
28		70		1	14
159		175		3	10
139		47		15	5
170		99		3	1
123		154		4	1
182		182		13	15
159		139		5	14
163		54		5	7
127		139		5	19
147		19		11	4
25		109		17	5
7		28		6	2
137		163		7	11
114		185		11	18
163		69		6	4
175		127		11	8
176		67		7	10
114		175		15	13
69		174		5	4
114		99		13	7
38		146		9	1
139		151		8	3
137		185		11	15
101		101		18	6
137		163		5	6
140		151		9	6
53		109		5	4
146		170		7	10
70		9		14	10
114		66		18	20
61		127		10	4
53		99		16	9
19		154		12	7
109		154		13	6
7		9		10	5
127		109		10	17
176		182		15	10
149		172		8	6
151		101		15	7
114		47		15	16
19		70		5	4
123		185		6	2
47		176		5	7
7		61		3	5
147		110		4	2
175		172		5	2
7		140		13	14
7		38		10	17
51		53		0	3
19		81		6	5
53		99		19	14
139		53		2	5
159		28		18	14
101		109		1	4
61		159		4	1
92		163		9	15
46		38		6	13
53		110		8	14
47		185		11	7
25		38		2	4
61		110		7	11
140		70		5	7
170		170		16	11
191		174		0	6
182		127		9	6
151		185		7	6
69		149		7	6
69		185		5	7
7		151		12	13
66		146		6	10
191		67		10	11
114		151		8	5
67		4		4	2
174		78		10	13
154		114		15	18
174		175		17	11
170		123		3	8
154		46		4	17
25		182		6	5
170		163		8	1
9		4		1	10
25		172		20	12
127		69		4	12
154		9		16	6
101		123		4	6
151		110		11	14
7		175		2	4
149		70		7	2
101		92		17	15
191		154		17	12
54		53		4	2
92		146		3	7
139		114		8	2
174		67		20	18
110		69		11	19
149		137		19	7
70		146		5	6
182		123		4	5
163		4		15	6
163		4		7	6
137		70		16	15
137		47		16	20
9		140		9	19
61		170		8	4
146		101		12	8
53		176		20	13
78		67		3	2
54		28		4	2
54		123		11	6
92		54		14	15
67		149		0	4
137		92		19	18
175		170		4	5
172		19		5	9
70		53		8	10
172		101		7	16
78		69		9	1
182		81		6	9
151		67		14	5
140		69		7	1
159		114		13	14
149		47		16	13
176		172		4	2
51		149		4	8
175		182		9	4
174		154		10	2
47		67		10	6
53		19		17	10
149		123		8	14
109		53		19	20
92		25		0	9
92		9		14	9
99		9		10	7
99		51		6	10
137		110		15	9
38		174		17	20
174		47		10	12
78		151		6	15
154		182		10	6
114		149		5	16
151		185		7	10
51		70		3	10
139		9		13	6
159		4		9	8
67		147		5	9
70		19		15	13
99		137		13	6
154		67		9	8
19		92		4	0
7		69		8	7
175		182		6	7
139		54		10	13
51		67		9	8
149		61		14	12
172		175		1	4
66		147		9	15
69		109		9	10
170		81		12	9
19		139		10	20
149		146		7	5
149		185		3	6
151		185		9	14
4		53		5	1
46		151		7	3
25		139		12	8
174		66		12	6
46		109		19	7
78		38		6	0
38		81		2	4
149		101		12	9
47		175		12	13
137		139		6	8
185		163		16	5
127		7		10	20
38		172		20	10
67		185		9	20
109		159		7	5
46		51		8	2
109		7		6	15
176		109		20	14
81		70		20	10
127		146		12	16
137		109		3	5
67		78		10	19
175		81		12	6
175		139		11	10
110		69		13	10
78		191		14	9
99		47		0	3
47		69		14	11
81		140		4	6
114		175		2	5
151		78		8	10
114		25		0	4
174		159		15	11
176		9		11	5
182		114		20	14
127		92		12	3
163		110		12	16
47		127		19	9
175		61		10	15
191		140		14	13
47		4		5	4
170		140		16	10
28		147		4	1
110		70		8	17
151		191		13	8
127		19		11	9
9		81		0	9
159		67		3	5
191		54		5	8
123		61		11	10
28		146		6	12
101		101		3	4
146		114		15	12
182		61		9	18
146		38		0	4
101		61		8	3
151		110		15	10
101		140		17	14
146		151		7	3
78		7		12	15
81		99		15	11
146		147		12	18
146		19		5	4
66		149		9	14
54		163		16	14
185		159		5	8
123		99		4	2
69		78		4	20
38		123		9	8
54		53		6	9
78		38		17	18
92		139		6	15
81		170		7	6
114		191		13	6
7		159		8	6
109		147		9	5
46		185		6	9
7		154		17	14
146		92		18	8
182		92		4	9
78		172		19	9
19		101		3	7
123		146		10	8
46		7		2	4
101		127		11	3
92		4		6	3
139		140		10	6
185		99		8	9
81		61		13	9
110		51		8	3
99		109		5	9
140		146		5	2
67		78		4	6
127		163		5	7
